iter	Passed	Remaining
167	3386	16772
168	3407	16757
169	3429	16742
170	3449	16722
171	3471	16713
172	3492	16697
173	3514	16684
174	3536	16673
175	3557	16653
176	3576	16631
177	3598	16617
178	3619	16601
179	3640	16586
180	3663	16577
181	3686	16568
182	3708	16558
183	3730	16545
184	3753	16536
185	3774	16519
186	3794	16495
187	3816	16482
188	3836	16463
189	3858	16447
190	3883	16448
191	3903	16429
192	3925	16411
193	3949	16409
194	3970	16391
195	3991	16371
196	4012	16354
197	4035	16345
198	4056	16329
199	4077	16311
200	4099	16294
201	4119	16274
202	4143	16266
203	4164	16249
204	4184	16226
205	4204	16206
206	4225	16186
207	4246	16170
208	4268	16153
209	4288	16134
210	4309	16115
211	4331	16098
212	4351	16079
213	4373	16063
214	4394	16044
215	4415	16026
216	4436	16009
217	4459	15995
218	4479	15975
219	4500	15955
220	4519	15932
221	4541	15916
222	4563	15900
223	4585	15883
224	4607	15870
225	4629	15855
226	4651	15840
227	4673	15825
228	4694	15805
229	4714	15784
230	4737	15770
231	4760	15757
232	4779	15733
233	4801	15716
234	4822	15698
235	4842	15677
236	4864	15661
237	4885	15641
238	4906	15622
239	4927	15603
240	4950	15591
241	4972	15576
242	4994	15558
243	5014	15537
244	5036	15520
245	5059	15508
246	5079	15486
247	5100	15465
248	5121	15446
249	5142	15426
250	5163	15408
251	5184	15387
252	5203	15363
253	5225	15348
254	5247	15331
255	5268	15310
256	5289	15293
257	5310	15272
258	5331	15253
259	5352	15234
260	5373	15214
261	5394	15194
262	5413	15170
263	5434	15149
264	5455	15130
265	5475	15108
266	5495	15087
267	5515	15065
268	5536	15045
269	5559	15029
270	5579	15008
271	5599	14987
272	5621	14969
273	5642	14950
274	5662	14929
275	5683	14908
276	5705	14891
277	5728	14877
278	5749	14858
279	5770	14837
280	5789	14814
281	5811	14796
282	5833	14780
283	5855	14762
284	5876	14742
285	5896	14720
286	5916	14697
287	5936	14675
288	5957	14655
289	5978	14636
290	6000	14620
291	6023	14605
292	6045	14588
293	6066	14567
294	6087	14548
295	6110	14531
296	6130	14512
297	6151	14491
298	6174	14476
299	6194	14452
300	6215	14435
301	6238	14417
302	6257	14393
303	6279	14376
304	6300	14356
305	6323	14340
306	6345	14323
307	6364	14300
308	6385	14279
309	6407	14261
310	6428	14242
311	6449	14221
312	6470	14202
313	6491	14181
314	6512	14163
315	6534	14143
316	6555	14124
317	6576	14104
318	6596	14081
319	6618	14065
320	6640	14047
321	6661	14026
322	6681	14005
323	6703	13985
324	6725	13967
325	6746	13949
326	6767	13928
327	6788	13908
328	6811	13891
329	6830	13868
330	6851	13848
331	6872	13828
332	6893	13806
333	6914	13788
334	6936	13769
335	6956	13746
336	6977	13727
337	6998	13706
338	7019	13686
339	7042	13670
340	7064	13652
341	7085	13632
342	7107	13614
343	7129	13595
344	7150	13575
345	7171	13555
346	7192	13534
347	7213	13515
348	7236	13497
349	7255	13474
350	7277	13456
351	7299	13438
352	7320	13417
353	7341	13397
354	7362	13376
355	7384	13358
356	7404	13337
357	7426	13318
358	7448	13298
359	7469	13278
360	7490	13258
361	7510	13237
362	7532	13218
363	7552	13196
364	7573	13175
365	7594	13156
366	7617	13138
367	7638	13117
368	7659	13097
369	7678	13074
370	7701	13056
371	7722	13036
372	7742	13015
373	7763	12994
374	7784	12973
375	7806	12954
376	7825	12931
377	7846	12911
378	7868	12892
379	7889	12873
380	7910	12852
381	7932	12833
382	7951	12810
383	7971	12788
384	7993	12769
385	8014	12748
386	8037	12730
387	8057	12709
388	8078	12689
389	8099	12668
390	8119	12646
391	8140	12626
392	8161	12605
393	8183	12586
394	8203	12564
395	8224	12544
396	8245	12524
397	8267	12505
398	8288	12484
399	8308	12463
400	8328	12441
401	8347	12417
402	8367	12395
403	8390	12377
404	8412	12359
405	8433	12338
406	8452	12315
407	8473	12295
408	8495	12275
409	8515	12254
410	8536	12234
411	8558	12213
412	8578	12192
413	8600	12173
414	8620	12152
415	8640	12130
416	8662	12110
417	8685	12092
418	8706	12072
419	8727	12052
420	8748	12031
421	8768	12009
422	8790	11990
423	8812	11971
424	8832	11949
425	8853	11929
426	8873	11907
427	8895	11888
428	8916	11867
429	8935	11844
430	8956	11823
431	8977	11803
432	8997	11781
433	9019	11762
434	9039	11741
435	9061	11721
436	9081	11700
437	9101	11678
438	9122	11658
439	9142	11635
440	9162	11614
441	9184	11595
442	9205	11574
443	9226	11553
444	9249	11535
445	9269	11514
446	9290	11493
447	9310	11472
448	9331	11451
449	9351	11429
450	9370	11407
451	9391	11386
452	9412	11365
453	9435	11347
454	9456	11327
455	9477	11306
456	9497	11285
457	9517	11263
458	9540	11244
459	9561	11223
460	9582	11204
461	9601	11181
462	9623	11162
463	9645	11142
464	9667	11123
465	9687	11101
466	9708	11081
467	9730	11061
468	9752	11042
469	9774	11022
470	9794	11000
471	9813	10978
472	9832	10955
473	9853	10934
474	9874	10914
475	9894	10891
476	9914	10870
477	9934	10849
478	9955	10828
479	9976	10808
480	9996	10786
481	10016	10764
482	10037	10743
483	10058	10723
484	10080	10704
485	10100	10682
486	10120	10661
487	10142	10640
488	10164	10621
489	10184	10599
490	10205	10579
491	10225	10557
492	10246	10537
493	10268	10517
494	10289	10497
495	10311	10477
496	10331	10456
497	10369	10453
498	10389	10431
499	10410	10410
500	10431	10389
501	10452	10369
502	10474	10349
503	10496	10329
504	10518	10310
505	10539	10289
506	10561	10269
507	10583	10249
508	10605	10230
509	10626	10209
510	10647	10188
511	10668	10168
512	10690	10148
513	10711	10127
514	10730	10105
515	10750	10083
516	10771	10062
517	10793	10043
518	10813	10022
519	10834	10000
520	10855	9980
521	10876	9959
522	10896	9938
523	10918	9918
524	10941	9899
525	10963	9879
526	10982	9857
527	11003	9836
528	11024	9815
529	11043	9793
530	11065	9773
531	11085	9751
532	11105	9729
533	11127	9710
534	11150	9691
535	11170	9669
536	11193	9650
537	11214	9629
538	11237	9611
539	11259	9591
540	11279	9569
541	11299	9547
542	11319	9526
543	11341	9507
544	11362	9485
545	11381	9463
546	11403	9443
547	11425	9423
548	11446	9403
549	11467	9382
550	11488	9361
551	11507	9339
552	11530	9320
553	11551	9299
554	11572	9278
555	11593	9258
556	11613	9236
557	11635	9216
558	11656	9195
559	11675	9173
560	11696	9152
561	11716	9131
562	11739	9112
563	11761	9092
564	11782	9071
565	11802	9050
566	11822	9028
567	11845	9008
568	11866	8988
569	11886	8967
570	11907	8946
571	11928	8925
572	11949	8904
573	11970	8884
574	11992	8864
575	12014	8844
576	12035	8823
577	12052	8799
578	12073	8778
579	12094	8757
580	12114	8736
581	12136	8716
582	12155	8694
583	12176	8673
584	12196	8652
585	12218	8631
586	12239	8611
587	12259	8590
588	12282	8570
589	12303	8549
590	12323	8528
591	12346	8508
592	12368	8488
593	12389	8468
594	12409	8446
595	12429	8425
596	12449	8404
597	12470	8383
598	12491	8362
599	12512	8341
600	12534	8321
601	12554	8299
602	12575	8279
603	12597	8259
604	12618	8238
605	12641	8219
606	12662	8198
607	12682	8177
608	12703	8156
609	12725	8135
610	12747	8115
611	12767	8094
612	12787	8072
613	12807	8051
614	12828	8030
615	12848	8009
616	12868	7988
617	12889	7967
618	12912	7947
619	12934	7927
620	12955	7906
621	12975	7885
622	12996	7864
623	13018	7844
624	13040	7824
625	13060	7802
626	13081	7781
627	13101	7760
628	13123	7740
629	13148	7721
630	13168	7700
631	13189	7680
632	13211	7659
633	13231	7638
634	13254	7618
635	13275	7597
636	13294	7575
637	13314	7554
638	13333	7532
639	13355	7512
640	13376	7491
641	13396	7470
642	13417	7449
643	13437	7428
644	13458	7407
645	13478	7386
646	13498	7364
647	13520	7344
648	13540	7323
649	13560	7301
650	13581	7281
651	13601	7259
652	13621	7238
653	13644	7218
654	13664	7197
655	13686	7176
656	13707	7156
657	13728	7135
658	13749	7114
659	13770	7094
660	13790	7072
661	13812	7052
662	13833	7031
663	13853	7010
664	13873	6988
665	13894	6967
666	13913	6946
667	13935	6926
668	13956	6905
669	13977	6884
670	13999	6863
671	14021	6843
672	14041	6822
673	14063	6802
674	14083	6781
675	14104	6760
676	14123	6738
677	14143	6717
678	14165	6696
679	14184	6675
680	14207	6655
681	14229	6634
682	14248	6613
683	14269	6592
684	14290	6571
685	14311	6550
686	14333	6530
687	14355	6509
688	14378	6490
689	14402	6470
690	14426	6451
691	14448	6430
692	14471	6410
693	14494	6391
694	14516	6370
695	14537	6349
696	14559	6329
697	14580	6308
698	14602	6287
699	14624	6267
700	14645	6246
701	14666	6225
702	14690	6206
703	14710	6185
704	14733	6165
705	14757	6145
706	14778	6124
707	14802	6104
708	14825	6084
709	14848	6064
710	14870	6044
711	14891	6023
712	14915	6003
713	14936	5983
714	14960	5963
715	14981	5942
716	15003	5921
717	15026	5901
718	15047	5880
719	15069	5860
720	15091	5839
721	15112	5818
722	15133	5797
723	15154	5777
724	15173	5755
725	15194	5734
726	15214	5713
727	15234	5692
728	15256	5671
729	15276	5650
730	15296	5629
731	15316	5607
732	15336	5586
733	15358	5565
734	15380	5545
735	15399	5523
736	15420	5502
737	15440	5481
738	15461	5460
739	15482	5439
740	15503	5419
741	15523	5397
742	15544	5376
743	15565	5355
744	15588	5335
745	15611	5315
746	15630	5293
747	15650	5272
748	15671	5251
749	15691	5230
750	15714	5210
751	15735	5189
752	15757	5168
753	15777	5147
754	15797	5126
755	15818	5105
756	15840	5085
757	15862	5064
758	15883	5043
759	15904	5022
760	15923	5000
761	15943	4979
762	15961	4958
763	15983	4937
764	16005	4916
765	16025	4895
766	16048	4875
767	16069	4854
768	16091	4833
769	16112	4812
770	16132	4791
771	16155	4771
772	16176	4750
773	16196	4729
774	16216	4708
775	16236	4686
776	16255	4665
777	16276	4644
778	16296	4623
779	16316	4602
780	16338	4581
781	16359	4560
782	16381	4539
783	16403	4519
784	16422	4497
785	16442	4476
786	16462	4455
787	16484	4434
788	16505	4413
789	16524	4392
790	16545	4371
791	16565	4350
792	16587	4329
793	16608	4309
794	16629	4288
795	16650	4267
796	16670	4246
797	16691	4225
798	16711	4204
799	16732	4183
800	16752	4161
801	16773	4141
802	16793	4119
803	16814	4098
804	16834	4077
805	16853	4056
806	16874	4035
807	16896	4015
808	16917	3994
809	16938	3973
810	16958	3952
811	16978	3931
812	17000	3910
813	17022	3889
814	17042	3868
815	17063	3847
816	17084	3826
817	17105	3805
818	17126	3784
819	17145	3763
820	17166	3742
821	17187	3721
822	17208	3700
823	17230	3680
824	17250	3659
825	17270	3638
826	17290	3617
827	17311	3596
828	17334	3575
829	17355	3554
830	17375	3533
831	17396	3512
832	17418	3491
833	17439	3471
834	17460	3450
835	17482	3429
836	17501	3408
837	17522	3387
838	17543	3366
839	17565	3345
840	17587	3325
841	17607	3304
842	17628	3283
843	17650	3262
844	17670	3241
845	17691	3220
846	17713	3199
847	17734	3178
848	17756	3158
849	17777	3137
850	17798	3116
851	17819	3095
852	17839	3074
853	17861	3053
854	17883	3032
855	17902	3011
856	17923	2990
857	17943	2969
858	17966	2949
859	17987	2928
860	18007	2907
861	18028	2886
862	18049	2865
863	18069	2844
864	18090	2823
865	18110	2802
866	18130	2781
867	18150	2760
868	18172	2739
869	18192	2718
870	18212	2697
871	18231	2676
872	18252	2655
873	18274	2634
874	18295	2613
875	18316	2592
876	18338	2571
877	18358	2551
878	18380	2530
879	18399	2509
880	18420	2488
881	18440	2467
882	18461	2446
883	18482	2425
884	18503	2404
885	18524	2383
886	18545	2362
887	18566	2341
888	18587	2320
889	18608	2299
890	18629	2278
891	18649	2258
892	18672	2237
893	18694	2216
894	18716	2195
895	18737	2174
896	18757	2153
897	18779	2133
898	18800	2112
899	18820	2091
900	18843	2070
901	18864	2049
902	18884	2028
903	18905	2007
904	18925	1986
905	18946	1965
906	18968	1944
907	18987	1923
908	19007	1902
909	19030	1882
910	19050	1861
911	19071	1840
912	19092	1819
913	19113	1798
914	19134	1777
915	19154	1756
916	19175	1735
917	19196	1714
918	19215	1693
919	19236	1672
920	19258	1651
921	19278	1630
922	19301	1610
923	19320	1589
924	19342	1568
925	19363	1547
926	19384	1526
927	19406	1505
928	19426	1484
929	19449	1463
930	19471	1443
931	19492	1422
932	19512	1401
933	19534	1380
934	19556	1359
935	19577	1338
936	19598	1317
937	19618	1296
938	19638	1275
939	19660	1254
940	19679	1233
941	19699	1212
942	19719	1191
943	19740	1171
944	19761	1150
945	19782	1129
946	19802	1108
947	19822	1087
948	19843	1066
949	19866	1045
950	19888	1024
951	19907	1003
952	19928	982
953	19950	961
954	19970	941
955	19991	920
956	20012	899
957	20033	878
958	20053	857
959	20074	836
960	20095	815
961	20115	794
962	20134	773
963	20156	752
964	20176	731
965	20198	710
966	20218	689
967	20238	669
968	20260	648
969	20282	627
970	20301	606
971	20322	585
972	20342	564
973	20361	543
974	20382	522
975	20403	501
976	20425	480
977	20446	459
978	20465	438
979	20487	418
980	20508	397
981	20528	376
982	20548	355
983	20568	334
984	20588	313
985	20609	292
986	20628	271
987	20649	250
988	20669	229
989	20690	208
990	20711	188
991	20733	167
992	20754	146
993	20775	125
994	20796	104
995	20818	83
996	20841	62
997	20860	41
998	20880	20
999	20897	0
